isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,content,text,title_norm
9780375704253,375704256,Sons of Mississippi,a story of race and its legacy,paul hendrickson,Biography & Autobiography,http://books.google.com/books/content?id=YhXYAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,a study of the dark legacy of racial intolerance and prejudice profiles the lives and fortunes of seven white mississippi sheriffs immortalized in a haunting 1962 life magazine photograph who took part in the violence that resulted from james merediths attempt to integrate the university of mississippi and it influence on their own lives and the lives of their children and grandchildren reprint 25000 first printing,20040,3.81,368.0,167.0,Sons of Mississippi a story of race and its legacy Biography & Autobiography a study of the dark legacy of racial intolerance and prejudice profiles the lives and fortunes of seven white mississippi sheriffs immortalized in a haunting 1962 life magazine photograph who took part in the violence that resulted from james merediths attempt to integrate the university of mississippi and it influence on their own lives and the lives of their children and grandchildren reprint 25000 first printing,Sons of Mississippi a story of race and its legacy Biography & Autobiography a study of the dark legacy of racial intolerance and prejudice profiles the lives and fortunes of seven white mississippi sheriffs immortalized in a haunting 1962 life magazine photograph who took part in the violence that resulted from james merediths attempt to integrate the university of mississippi and it influence on their own lives and the lives of their children and grandchildren reprint 25000 first printing,Sons of Mississippi
9780375705243,375705244,Founding Brothers,the revolutionary generation,joseph j ellis,Biography & Autobiography,http://books.google.com/books/content?id=K4rljDiAoWAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,the introduction discussion questions suggestions for further reading and author biography that follow are intended to enhance your reading groups discussion of joseph elliss founding brothers the revolutionary generation we hope they will enrich your experience of this pulitzer prizewinning study of the intertwined lives of the founders of the american republicjohn adams aaron burr benjamin franklin alexander hamilton thomas jefferson james madison and george washington,20020,3.92,290.0,36449.0,Founding Brothers the revolutionary generation Biography & Autobiography the introduction discussion questions suggestions for further reading and author biography that follow are intended to enhance your reading groups discussion of joseph elliss founding brothers the revolutionary generation we hope they will enrich your experience of this pulitzer prizewinning study of the intertwined lives of the founders of the american republicjohn adams aaron burr benjamin franklin alexander hamilton thomas jefferson james madison and george washington,Founding Brothers the revolutionary generation Biography & Autobiography the introduction discussion questions suggestions for further reading and author biography that follow are intended to enhance your reading groups discussion of joseph elliss founding brothers the revolutionary generation we hope they will enrich your experience of this pulitzer prizewinning study of the intertwined lives of the founders of the american republicjohn adams aaron burr benjamin franklin alexander hamilton thomas jefferson james madison and george washington,Founding Brothers
9780375706363,375706364,Crucible of War,the seven years war and the fate of empire in british north america 17541766,fred anderson,History,http://books.google.com/books/content?id=jyuMqKzZJnUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,demonstrating that the decisive seven years war changed the balance of power between the british and french in north america the author argues that this conflict destroyed the delicate balance of power that gave native people a voice in the affairs of the continent while creating an american generation reprint 2500 first printing,20000,4.15,912.0,2968.0,Crucible of War the seven years war and the fate of empire in british north america 17541766 History demonstrating that the decisive seven years war changed the balance of power between the british and french in north america the author argues that this conflict destroyed the delicate balance of power that gave native people a voice in the affairs of the continent while creating an american generation reprint 2500 first printing,Crucible of War the seven years war and the fate of empire in british north america 17541766 History demonstrating that the decisive seven years war changed the balance of power between the british and french in north america the author argues that this conflict destroyed the delicate balance of power that gave native people a voice in the affairs of the continent while creating an american generation reprint 2500 first printing,Crucible of War
9780375708213,375708219,The Working Poor,invisible in america,david k shipler,Social Science,http://books.google.com/books/content?id=3cpvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,an intimate portrait of povertylevel working families from a range of ethnic backgrounds in america reveals their legacy of lowpaying deadend jobs dysfunctional parenting and substance abuse and charges the government with failing to provide adequate housing health care and education reprint 40000 first printing,20050,4.03,352.0,4752.0,The Working Poor invisible in america Social Science an intimate portrait of povertylevel working families from a range of ethnic backgrounds in america reveals their legacy of lowpaying deadend jobs dysfunctional parenting and substance abuse and charges the government with failing to provide adequate housing health care and education reprint 40000 first printing,The Working Poor invisible in america Social Science an intimate portrait of povertylevel working families from a range of ethnic backgrounds in america reveals their legacy of lowpaying deadend jobs dysfunctional parenting and substance abuse and charges the government with failing to provide adequate housing health care and education reprint 40000 first printing,The Working Poor
9780375708220,375708227,Masters of Death,the sseinsatzgruppen and the invention of the holocaust,richard rhodes,History,http://books.google.com/books/content?id=7wmPDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the pulitzer prizewinning historian challenges traditional interpretations of the holocaust in a study that describes the role of the einsatzgruppen task forces deployed in eastern europe by the ss whose job was to slaughter eastern european jews the development of less personalized means of murder and hitlers eventual plans to annihilate members of other ethnic groups reprint,20030,4.05,335.0,1782.0,Masters of Death the sseinsatzgruppen and the invention of the holocaust History the pulitzer prizewinning historian challenges traditional interpretations of the holocaust in a study that describes the role of the einsatzgruppen task forces deployed in eastern europe by the ss whose job was to slaughter eastern european jews the development of less personalized means of murder and hitlers eventual plans to annihilate members of other ethnic groups reprint,Masters of Death the sseinsatzgruppen and the invention of the holocaust History the pulitzer prizewinning historian challenges traditional interpretations of the holocaust in a study that describes the role of the einsatzgruppen task forces deployed in eastern europe by the ss whose job was to slaughter eastern european jews the development of less personalized means of murder and hitlers eventual plans to annihilate members of other ethnic groups reprint,Masters of Death
9780375708732,375708731,American Chronicle,burr a novel,gore vidal,Vice-Presidents,,a fictional memoir illuminating aaron burrs life and times highlighting his political accomplishments and fatal duel with alexander hamilton,20000,4.07,430.0,6921.0,American Chronicle burr a novel Vice-Presidents a fictional memoir illuminating aaron burrs life and times highlighting his political accomplishments and fatal duel with alexander hamilton,American Chronicle burr a novel Vice-Presidents a fictional memoir illuminating aaron burrs life and times highlighting his political accomplishments and fatal duel with alexander hamilton,American Chronicle
9780375711169,375711163,De Kooning,an american master,mark stevensannalyn swan,Biography & Autobiography,http://books.google.com/books/content?id=4D2FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,traces the career of abstract expressionist willem de kooning discussing his personal life with wife elaine fried and his battle with alcoholism and alzheimers disease winner of the pulitzer prize national book critics circle award los angeles times book prize for biography reprint 35000 first printing,20060,4.11,732.0,2664.0,De Kooning an american master Biography & Autobiography traces the career of abstract expressionist willem de kooning discussing his personal life with wife elaine fried and his battle with alcoholism and alzheimers disease winner of the pulitzer prize national book critics circle award los angeles times book prize for biography reprint 35000 first printing,De Kooning an american master Biography & Autobiography traces the career of abstract expressionist willem de kooning discussing his personal life with wife elaine fried and his battle with alcoholism and alzheimers disease winner of the pulitzer prize national book critics circle award los angeles times book prize for biography reprint 35000 first printing,De Kooning
9780375713934,037571393X,John James Audubon,the making of an american,richard rhodes,Art,http://books.google.com/books/content?id=4j2FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,a biography of artist john james audubon offers a study of his private life detailing his arrival in america from france in 1803 his life in frontier kentucky and his extraordinary images of native american wildlife,20060,4.14,528.0,437.0,John James Audubon the making of an american Art a biography of artist john james audubon offers a study of his private life detailing his arrival in america from france in 1803 his life in frontier kentucky and his extraordinary images of native american wildlife,John James Audubon the making of an american Art a biography of artist john james audubon offers a study of his private life detailing his arrival in america from france in 1803 his life in frontier kentucky and his extraordinary images of native american wildlife,John James Audubon
9780375714337,375714332,Mediterranean Winter,the pleasures of history and landscape in tunisia sicily dalmatia and the peloponnese,robert d kaplan,Travel,http://books.google.com/books/content?id=MoQwPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,describes an intimate offseason journey along the mediterranean that covers the areas history literature and heritage describing the mythologies and succeeding medieval civilizations of ancient greece and rome while revealing what the past says about todays world reprint 17500 first printing,20050,3.91,272.0,193.0,Mediterranean Winter the pleasures of history and landscape in tunisia sicily dalmatia and the peloponnese Travel describes an intimate offseason journey along the mediterranean that covers the areas history literature and heritage describing the mythologies and succeeding medieval civilizations of ancient greece and rome while revealing what the past says about todays world reprint 17500 first printing,Mediterranean Winter the pleasures of history and landscape in tunisia sicily dalmatia and the peloponnese Travel describes an intimate offseason journey along the mediterranean that covers the areas history literature and heritage describing the mythologies and succeeding medieval civilizations of ancient greece and rome while revealing what the past says about todays world reprint 17500 first printing,Mediterranean Winter
9780375714498,375714499,Manufacturing Consent,the political economy of the mass media,edward s hermannoam chomsky,Political Science,http://books.google.com/books/content?id=Z-uLd2Y6iFgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,examines the political role played by the media in shaping events assesses the relationship between the media and the corporations that control and finance them and discusses the fine distinctions between news and propaganda,20020,4.24,412.0,12038.0,Manufacturing Consent the political economy of the mass media Political Science examines the political role played by the media in shaping events assesses the relationship between the media and the corporations that control and finance them and discusses the fine distinctions between news and propaganda,Manufacturing Consent the political economy of the mass media Political Science examines the political role played by the media in shaping events assesses the relationship between the media and the corporations that control and finance them and discusses the fine distinctions between news and propaganda,Manufacturing Consent
9780375714627,375714626,Mythology,the dc comics art of alex ross,alex ross,Art,http://books.google.com/books/content?id=h6fzEpSYR-kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,celebrates the talents of dc comics artist alex ross in a collection of his drawings neverbeforeseen sketches limited edition prints and other artwork all reproduced in full color accompanied by a study of rosss creative process a new supermanbatman story and a new robin origin story reprint 50000 first printing,20050,4.32,320.0,1960.0,Mythology the dc comics art of alex ross Art celebrates the talents of dc comics artist alex ross in a collection of his drawings neverbeforeseen sketches limited edition prints and other artwork all reproduced in full color accompanied by a study of rosss creative process a new supermanbatman story and a new robin origin story reprint 50000 first printing,Mythology the dc comics art of alex ross Art celebrates the talents of dc comics artist alex ross in a collection of his drawings neverbeforeseen sketches limited edition prints and other artwork all reproduced in full color accompanied by a study of rosss creative process a new supermanbatman story and a new robin origin story reprint 50000 first printing,Mythology
9780375714634,375714634,Peanuts,the art of charles m schulz,charles m schulz,Art,http://books.google.com/books/content?id=pTHFwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,offers reproductions of more than five hundred comic strips pieces from sketchbooks early prototype drawings for peanuts and selections from schulzs first cartoon feature accompanied by commentary on the cartoonists life and art,20030,4.38,368.0,583.0,Peanuts the art of charles m schulz Art offers reproductions of more than five hundred comic strips pieces from sketchbooks early prototype drawings for peanuts and selections from schulzs first cartoon feature accompanied by commentary on the cartoonists life and art,Peanuts the art of charles m schulz Art offers reproductions of more than five hundred comic strips pieces from sketchbooks early prototype drawings for peanuts and selections from schulzs first cartoon feature accompanied by commentary on the cartoonists life and art,Peanuts
9780375724503,375724508,Ghostwritten,a novel,david mitchell,Fiction,http://books.google.com/books/content?id=-tRumAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the lives of nine total strangers from nine different countries become intertwined in a strange series of circumstances,20010,4.06,426.0,20093.0,Ghostwritten a novel Fiction the lives of nine total strangers from nine different countries become intertwined in a strange series of circumstances,Ghostwritten a novel Fiction the lives of nine total strangers from nine different countries become intertwined in a strange series of circumstances,Ghostwritten
9780375724633,037572463X,Theatre,a novel,william somerset maugham,Fiction,http://books.google.com/books/content?id=EfcDrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the arrival of a quiet stranger turns the life of acclaimed british actress julia lambert upside down as she confronts rejection her capacity as a mother and her own sense of self in this classic longoutofprint novel by the author of of human bondage reprint 10000 first printing,20010,4.14,304.0,4740.0,Theatre a novel Fiction the arrival of a quiet stranger turns the life of acclaimed british actress julia lambert upside down as she confronts rejection her capacity as a mother and her own sense of self in this classic longoutofprint novel by the author of of human bondage reprint 10000 first printing,Theatre a novel Fiction the arrival of a quiet stranger turns the life of acclaimed british actress julia lambert upside down as she confronts rejection her capacity as a mother and her own sense of self in this classic longoutofprint novel by the author of of human bondage reprint 10000 first printing,Theatre
9780375724930,375724931,The bridegroom,stories,ha jin,Fiction,http://books.google.com/books/content?id=pDTuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,a new collection of twelve short stories captures the daily lives and experiences of chinese women and men who struggle to deal with the influx of western influence into a society that attempts to control their every thought and move by the author of waiting reprint 60000 first printing,20010,3.76,240.0,1724.0,The bridegroom stories Fiction a new collection of twelve short stories captures the daily lives and experiences of chinese women and men who struggle to deal with the influx of western influence into a society that attempts to control their every thought and move by the author of waiting reprint 60000 first printing,The bridegroom stories Fiction a new collection of twelve short stories captures the daily lives and experiences of chinese women and men who struggle to deal with the influx of western influence into a society that attempts to control their every thought and move by the author of waiting reprint 60000 first printing,The bridegroom
9780375724954,375724958,Stranger in the Forest,on foot across borneo,eric hansen,Travel,http://books.google.com/books/content?id=yu5LPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the author of motoring with mohammed recounts his sevenmonth threethousandmile walk across borneo and compares life in the jungle with western civilization reprint 12500 first printing,20000,4.1,288.0,1521.0,Stranger in the Forest on foot across borneo Travel the author of motoring with mohammed recounts his sevenmonth threethousandmile walk across borneo and compares life in the jungle with western civilization reprint 12500 first printing,Stranger in the Forest on foot across borneo Travel the author of motoring with mohammed recounts his sevenmonth threethousandmile walk across borneo and compares life in the jungle with western civilization reprint 12500 first printing,Stranger in the Forest
9780375726217,375726217,Double Fold,libraries and the assault on paper,nicholson baker,Language Arts & Disciplines,http://books.google.com/books/content?id=TvLgmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,describes how libraries across the united states have dismantled collections of original bound newspapers and brittle books to replace them with microfilmed copies exploring the hidden reasons for such policies,20020,3.42,370.0,826.0,Double Fold libraries and the assault on paper Language Arts & Disciplines describes how libraries across the united states have dismantled collections of original bound newspapers and brittle books to replace them with microfilmed copies exploring the hidden reasons for such policies,Double Fold libraries and the assault on paper Language Arts & Disciplines describes how libraries across the united states have dismantled collections of original bound newspapers and brittle books to replace them with microfilmed copies exploring the hidden reasons for such policies,Double Fold
9780375726514,375726519,The Box Man,a novel,kb abe,Fiction,http://books.google.com/books/content?id=Qw6jwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,a nameless man who chooses to exist in a small cardboard box records life in the box and his observations of the world from its small window as he wanders the streets of tokyo by the author of woman in the dunes reprint 12500 first printing,20010,3.65,178.0,3293.0,The Box Man a novel Fiction a nameless man who chooses to exist in a small cardboard box records life in the box and his observations of the world from its small window as he wanders the streets of tokyo by the author of woman in the dunes reprint 12500 first printing,The Box Man a novel Fiction a nameless man who chooses to exist in a small cardboard box records life in the box and his observations of the world from its small window as he wanders the streets of tokyo by the author of woman in the dunes reprint 12500 first printing,The Box Man
9780375726521,375726527,The Ruined Map,a novel,kb abe,Fiction,http://books.google.com/books/content?id=M0JfY4yHT24C&printsec=frontcover&img=1&zoom=1&source=gbs_api,a private detective loses his own identity during a directionless search for a missing person a salesman who vanished more than six months ago in modern tokyo reprint,20010,3.56,304.0,1330.0,The Ruined Map a novel Fiction a private detective loses his own identity during a directionless search for a missing person a salesman who vanished more than six months ago in modern tokyo reprint,The Ruined Map a novel Fiction a private detective loses his own identity during a directionless search for a missing person a salesman who vanished more than six months ago in modern tokyo reprint,The Ruined Map
9780375727061,037572706X,Julian,a novel,gore vidal,Fiction,http://books.google.com/books/content?id=RCFiAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,an insightful historical novel recreates the brief but brilliant career of julian the roman emperor and philosopher who dedicated himself to the restoration of hellenism and tried to halt the spread of christianity reprint,20030,4.19,528.0,5035.0,Julian a novel Fiction an insightful historical novel recreates the brief but brilliant career of julian the roman emperor and philosopher who dedicated himself to the restoration of hellenism and tried to halt the spread of christianity reprint,Julian a novel Fiction an insightful historical novel recreates the brief but brilliant career of julian the roman emperor and philosopher who dedicated himself to the restoration of hellenism and tried to halt the spread of christianity reprint,Julian
9780375727382,375727388,"Salonica, City of Ghosts",christians muslims and jews 14301950,mark mazower,History,http://books.google.com/books/content?id=c8agAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,a vivid narrative history captures the multicultural world of salonica from its heyday as a byzantine port through its role as a progressive center of the ottoman empire to its occupation during world war ii by the nazis revealing how its position as a center of progressive equality among diverse cultures and religions was gradually eroded culminating in the nazis destruction of its jewish inhabitants reprint 15000 first printing,20060,4.25,544.0,703.0,"Salonica, City of Ghosts christians muslims and jews 14301950 History a vivid narrative history captures the multicultural world of salonica from its heyday as a byzantine port through its role as a progressive center of the ottoman empire to its occupation during world war ii by the nazis revealing how its position as a center of progressive equality among diverse cultures and religions was gradually eroded culminating in the nazis destruction of its jewish inhabitants reprint 15000 first printing","Salonica, City of Ghosts christians muslims and jews 14301950 History a vivid narrative history captures the multicultural world of salonica from its heyday as a byzantine port through its role as a progressive center of the ottoman empire to its occupation during world war ii by the nazis revealing how its position as a center of progressive equality among diverse cultures and religions was gradually eroded culminating in the nazis destruction of its jewish inhabitants reprint 15000 first printing","Salonica, City of Ghosts"
9780375752674,375752676,Iceland,land of the sagas,david robertsjon krakauer,Travel,http://books.google.com/books/content?id=-VAEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,photographs exploring the grandeur of icelands remarkable geography accompany tales of reallife heroes and supernatural beings,19980,3.72,160.0,315.0,Iceland land of the sagas Travel photographs exploring the grandeur of icelands remarkable geography accompany tales of reallife heroes and supernatural beings,Iceland land of the sagas Travel photographs exploring the grandeur of icelands remarkable geography accompany tales of reallife heroes and supernatural beings,Iceland
9780375755194,375755195,Sailing Alone Around the Room,new and selected poems,billy collins,Poetry,http://books.google.com/books/content?id=kdzOR4LI17gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,offers a collection of witty emotional and direct poems by the popular and critically acclaimed poet including selections from his four previous collections and new works such as man listening to a disc about headphones,20010,4.23,192.0,11894.0,Sailing Alone Around the Room new and selected poems Poetry offers a collection of witty emotional and direct poems by the popular and critically acclaimed poet including selections from his four previous collections and new works such as man listening to a disc about headphones,Sailing Alone Around the Room new and selected poems Poetry offers a collection of witty emotional and direct poems by the popular and critically acclaimed poet including selections from his four previous collections and new works such as man listening to a disc about headphones,Sailing Alone Around the Room
9780375755200,375755209,Nine Horses,poems,billy collins,Poetry,http://books.google.com/books/content?id=wZRBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,a collection of poems offers reflections on the mystery and beauty found in everyday life,20030,4.17,144.0,4048.0,Nine Horses poems Poetry a collection of poems offers reflections on the mystery and beauty found in everyday life,Nine Horses poems Poetry a collection of poems offers reflections on the mystery and beauty found in everyday life,Nine Horses
9780375755217,375755217,The Trouble With Poetry,and other poems,billy collins,Poetry,http://books.google.com/books/content?id=dtMhdlM_q48C&printsec=frontcover&img=1&zoom=1&source=gbs_api,an allnew collection of poetry by americas former poet laureate features witty insightful and simple poems dealing with the themes of jazz the passage of time love boyhood and writing reprint 50000 first printing,20070,4.17,101.0,5327.0,The Trouble With Poetry and other poems Poetry an allnew collection of poetry by americas former poet laureate features witty insightful and simple poems dealing with the themes of jazz the passage of time love boyhood and writing reprint 50000 first printing,The Trouble With Poetry and other poems Poetry an allnew collection of poetry by americas former poet laureate features witty insightful and simple poems dealing with the themes of jazz the passage of time love boyhood and writing reprint 50000 first printing,The Trouble With Poetry
9780375756603,375756604,Pipe Dream,a novel,solomon jones,Fiction,http://books.google.com/books/content?id=95RBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the murder of a philadelphia politician with a reputation for exposing corruption could lead to scandal when it is discovered that the man had been the victim of blackmail and that police officials may be responsible,20010,3.98,341.0,136.0,Pipe Dream a novel Fiction the murder of a philadelphia politician with a reputation for exposing corruption could lead to scandal when it is discovered that the man had been the victim of blackmail and that police officials may be responsible,Pipe Dream a novel Fiction the murder of a philadelphia politician with a reputation for exposing corruption could lead to scandal when it is discovered that the man had been the victim of blackmail and that police officials may be responsible,Pipe Dream
9780375758737,375758739,Comfort Me With Apples,more adventures at the table,ruth reichl,Biography & Autobiography,http://books.google.com/books/content?id=keNpY0wUmocC&printsec=frontcover&img=1&zoom=1&source=gbs_api,the noted food critic describes her odyssey from chef to food writer traces her journey through restaurants from bangkok to paris to los angeles and offers colorful anecdotes about her life and encounters with great food,20020,4.03,302.0,17418.0,Comfort Me With Apples more adventures at the table Biography & Autobiography the noted food critic describes her odyssey from chef to food writer traces her journey through restaurants from bangkok to paris to los angeles and offers colorful anecdotes about her life and encounters with great food,Comfort Me With Apples more adventures at the table Biography & Autobiography the noted food critic describes her odyssey from chef to food writer traces her journey through restaurants from bangkok to paris to los angeles and offers colorful anecdotes about her life and encounters with great food,Comfort Me With Apples
9780375760396,375760393,The Botany of Desire,a plantseye view of the world,michael pollan,Gardening,http://books.google.com/books/content?id=tsx9xvkhqEQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,focusing on the human relationship with plants uses botany to explore four basic human desiressweetness beauty intoxication and controlthrough of four plants that embody them the apple tulip marijuana and potato,20010,4.06,297.0,39426.0,The Botany of Desire a plantseye view of the world Gardening focusing on the human relationship with plants uses botany to explore four basic human desiressweetness beauty intoxication and controlthrough of four plants that embody them the apple tulip marijuana and potato,The Botany of Desire a plantseye view of the world Gardening focusing on the human relationship with plants uses botany to explore four basic human desiressweetness beauty intoxication and controlthrough of four plants that embody them the apple tulip marijuana and potato,The Botany of Desire
9780375760525,375760520,Paris 1919,six months that changed the world,margaret macmillan,History,http://books.google.com/books/content?id=5NYdwyI5acQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,national bestseller new york times editors choice winner of the pen hessell tiltman prize winner of the duff cooper prize silver medalist for the arthur ross book award of the council on foreign relations finalist for the robert f kennedy book award for six months in 1919 after the end of the war to end all wars the big threepresident woodrow wilson british prime minister david lloyd george and french premier georges clemenceaumet in paris to shape a lasting peace in this landmark work of narrative history margaret macmillan gives a dramatic and intimate view of those fateful days which saw new political entitiesiraq yugoslavia and palestine among themborn out of the ruins of bankrupt empires and the borders of the modern world redrawn,20020,4.07,570.0,9150.0,Paris 1919 six months that changed the world History national bestseller new york times editors choice winner of the pen hessell tiltman prize winner of the duff cooper prize silver medalist for the arthur ross book award of the council on foreign relations finalist for the robert f kennedy book award for six months in 1919 after the end of the war to end all wars the big threepresident woodrow wilson british prime minister david lloyd george and french premier georges clemenceaumet in paris to shape a lasting peace in this landmark work of narrative history margaret macmillan gives a dramatic and intimate view of those fateful days which saw new political entitiesiraq yugoslavia and palestine among themborn out of the ruins of bankrupt empires and the borders of the modern world redrawn,Paris 1919 six months that changed the world History national bestseller new york times editors choice winner of the pen hessell tiltman prize winner of the duff cooper prize silver medalist for the arthur ross book award of the council on foreign relations finalist for the robert f kennedy book award for six months in 1919 after the end of the war to end all wars the big threepresident woodrow wilson british prime minister david lloyd george and french premier georges clemenceaumet in paris to shape a lasting peace in this landmark work of narrative history margaret macmillan gives a dramatic and intimate view of those fateful days which saw new political entitiesiraq yugoslavia and palestine among themborn out of the ruins of bankrupt empires and the borders of the modern world redrawn,Paris 1919
9780375760815,375760814,Savage Beauty,the life of edna st vincent millay,nancy milford,Biography & Autobiography,http://books.google.com/books/content?id=kP_N1vyWS4IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,an authorized portrait of the pulitzer prizewinning poet draws on millays intimate diary letters and other papers to capture her flamboyant and turbulent life,20020,4.01,608.0,6672.0,Savage Beauty the life of edna st vincent millay Biography & Autobiography an authorized portrait of the pulitzer prizewinning poet draws on millays intimate diary letters and other papers to capture her flamboyant and turbulent life,Savage Beauty the life of edna st vincent millay Biography & Autobiography an authorized portrait of the pulitzer prizewinning poet draws on millays intimate diary letters and other papers to capture her flamboyant and turbulent life,Savage Beauty
9780375760846,375760849,The Survivor,bill clinton in the white house,john f harris,History,http://books.google.com/books/content?id=OBfYkABIj74C&printsec=frontcover&img=1&zoom=1&source=gbs_api,a retrospective assessment of the clinton presidency and its influence offers an illuminating analysis of the key personal political and policy decisions of the administration assessing bill clintons leadership style his successes and failures and the longterm implications of the clinton presidency reprint 40000 first printing,20060,4.01,560.0,1185.0,The Survivor bill clinton in the white house History a retrospective assessment of the clinton presidency and its influence offers an illuminating analysis of the key personal political and policy decisions of the administration assessing bill clintons leadership style his successes and failures and the longterm implications of the clinton presidency reprint 40000 first printing,The Survivor bill clinton in the white house History a retrospective assessment of the clinton presidency and its influence offers an illuminating analysis of the key personal political and policy decisions of the administration assessing bill clintons leadership style his successes and failures and the longterm implications of the clinton presidency reprint 40000 first printing,The Survivor
9780375760945,375760946,The Truth About The Drug Companies,how they deceive us and what to do about it,marcia angell,Medical,http://books.google.com/books/content?id=snVR0YW2yQYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,a physician and former editorinchief of the new england journal of medicine provides an explosive critique of the pharmaceutical industry detailing its dangerous influence on medical research education and physicians exposing the reasons behind the spiraling prescription drug prices and proposing a program of vital reforms reprint,20050,3.94,319.0,628.0,The Truth About The Drug Companies how they deceive us and what to do about it Medical a physician and former editorinchief of the new england journal of medicine provides an explosive critique of the pharmaceutical industry detailing its dangerous influence on medical research education and physicians exposing the reasons behind the spiraling prescription drug prices and proposing a program of vital reforms reprint,The Truth About The Drug Companies how they deceive us and what to do about it Medical a physician and former editorinchief of the new england journal of medicine provides an explosive critique of the pharmaceutical industry detailing its dangerous influence on medical research education and physicians exposing the reasons behind the spiraling prescription drug prices and proposing a program of vital reforms reprint,The Truth About The Drug Companies
9780375823022,375823026,"Junie B., First Grader",cheater pants,barbara park,Juvenile Fiction,http://books.google.com/books/content?id=5tiyVWEjVPcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,when her father will not let her stay up late to do her homework first grader junie b copies a classmates paper,20030,4.03,86.0,103.0,"Junie B., First Grader cheater pants Juvenile Fiction when her father will not let her stay up late to do her homework first grader junie b copies a classmates paper","Junie B., First Grader cheater pants Juvenile Fiction when her father will not let her stay up late to do her homework first grader junie b copies a classmates paper","Junie B., First Grader"
9780375823787,375823786,Ancient Greece and the Olympics,a nonfiction companion to magic tree house 16 hour of the olympics,mary pope osbornenatalie pope boyce,Juvenile Nonfiction,http://books.google.com/books/content?id=5cPbWBdO8N0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,filled with fascinating facts a magic tree house research guide takes readers on an exciting tour of ancient greece where gods and goddesses reigned supreme and the olympics were born simultaneous,20040,4.06,119.0,1044.0,Ancient Greece and the Olympics a nonfiction companion to magic tree house 16 hour of the olympics Juvenile Nonfiction filled with fascinating facts a magic tree house research guide takes readers on an exciting tour of ancient greece where gods and goddesses reigned supreme and the olympics were born simultaneous,Ancient Greece and the Olympics a nonfiction companion to magic tree house 16 hour of the olympics Juvenile Nonfiction filled with fascinating facts a magic tree house research guide takes readers on an exciting tour of ancient greece where gods and goddesses reigned supreme and the olympics were born simultaneous,Ancient Greece and the Olympics
9780375829635,375829636,Young Warriors,stories of strength,tamora piercejosepha sherman,Juvenile Fiction,http://books.google.com/books/content?id=6EnZwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fifteen original short stories by various authors relate the exploits of teenage warriors who defeat their enemies with cunning and skill as they strive to fulfill their destinies reprint,20050,3.91,312.0,3583.0,Young Warriors stories of strength Juvenile Fiction fifteen original short stories by various authors relate the exploits of teenage warriors who defeat their enemies with cunning and skill as they strive to fulfill their destinies reprint,Young Warriors stories of strength Juvenile Fiction fifteen original short stories by various authors relate the exploits of teenage warriors who defeat their enemies with cunning and skill as they strive to fulfill their destinies reprint,Young Warriors
